comunidad,provincia,year,Tipo,numero,Textbox6,Textbox7,numero1
Castilla y León,Segovia,2019,Nº de accidentes con víctimas,325,Subtotal Castilla y León,3.819,104.080
Castilla y León,Segovia,2019,Víctimas mortales,9,Subtotal Castilla y León,136,1.755
Castilla y León,Segovia,2019,Heridos hospitalizados,32,Subtotal Castilla y León,515,8.613
Castilla y León,Segovia,2019,Total víctimas,450,Subtotal Castilla y León,5.341,141.113
Castilla y León,Segovia,2020,Nº de accidentes con víctimas,227,Subtotal Castilla y León,2.595,72.959
Castilla y León,Segovia,2020,Víctimas mortales,11,Subtotal Castilla y León,126,1.370
Castilla y León,Segovia,2020,Heridos hospitalizados,19,Subtotal Castilla y León,424,6.681
Castilla y León,Segovia,2020,Total víctimas,288,Subtotal Castilla y León,3.525,95.932
Castilla y León,Segovia,2021,Nº de accidentes con víctimas,221,Subtotal Castilla y León,3.252,89.862
Castilla y León,Segovia,2021,Víctimas mortales,7,Subtotal Castilla y León,124,1.533
Castilla y León,Segovia,2021,Heridos hospitalizados,28,Subtotal Castilla y León,494,7.784
Castilla y León,Segovia,2021,Total víctimas,321,Subtotal Castilla y León,4.464,119.695
Castilla y León,Segovia,2022,Nº de accidentes con víctimas,296,Subtotal Castilla y León,3.518,97.916
Castilla y León,Segovia,2022,Víctimas mortales,17,Subtotal Castilla y León,179,1.746
Castilla y León,Segovia,2022,Heridos hospitalizados,36,Subtotal Castilla y León,568,8.502
Castilla y León,Segovia,2022,Total víctimas,423,Subtotal Castilla y León,4.711,129.576
Castilla y León,Soria,2011,Nº de accidentes con víctimas,226,Subtotal Castilla y León,4.363,83.027
Castilla y León,Soria,2011,Víctimas mortales,18,Subtotal Castilla y León,228,2.060
Castilla y León,Soria,2011,Heridos hospitalizados,67,Subtotal Castilla y León,1.060,11.347
Castilla y León,Soria,2011,Total víctimas,315,Subtotal Castilla y León,6.463,117.687
Castilla y León,Soria,2012,Nº de accidentes con víctimas,171,Subtotal Castilla y León,4.383,83.115
Castilla y León,Soria,2012,Víctimas mortales,9,Subtotal Castilla y León,189,1.903
Castilla y León,Soria,2012,Heridos hospitalizados,45,Subtotal Castilla y León,924,10.444
Castilla y León,Soria,2012,Total víctimas,235,Subtotal Castilla y León,6.652,117.793
Castilla y León,Soria,2013,Nº de accidentes con víctimas,119,Subtotal Castilla y León,4.473,89.519
Castilla y León,Soria,2013,Víctimas mortales,9,Subtotal Castilla y León,160,1.680
Castilla y León,Soria,2013,Heridos hospitalizados,26,Subtotal Castilla y León,746,10.086
Castilla y León,Soria,2013,Total víctimas,165,Subtotal Castilla y León,6.555,126.400
Castilla y León,Soria,2014,Nº de accidentes con víctimas,118,Subtotal Castilla y León,4.043,91.570
Castilla y León,Soria,2014,Víctimas mortales,14,Subtotal Castilla y León,157,1.688
Castilla y León,Soria,2014,Heridos hospitalizados,21,Subtotal Castilla y León,657,9.574
Castilla y León,Soria,2014,Total víctimas,184,Subtotal Castilla y León,5.880,128.320
Castilla y León,Soria,2015,Nº de accidentes con víctimas,121,Subtotal Castilla y León,4.351,97.756
Castilla y León,Soria,2015,Víctimas mortales,10,Subtotal Castilla y León,181,1.689
Castilla y León,Soria,2015,Heridos hospitalizados,31,Subtotal Castilla y León,738,9.495
Castilla y León,Soria,2015,Total víctimas,172,Subtotal Castilla y León,6.373,136.144
Castilla y León,Soria,2016,Nº de accidentes con víctimas,143,Subtotal Castilla y León,4.581,102.362
Castilla y León,Soria,2016,Víctimas mortales,19,Subtotal Castilla y León,175,1.810
Castilla y León,Soria,2016,Heridos hospitalizados,41,Subtotal Castilla y León,736,9.755
Castilla y León,Soria,2016,Total víctimas,226,Subtotal Castilla y León,6.607,142.200
Castilla y León,Soria,2017,Nº de accidentes con víctimas,113,Subtotal Castilla y León,4.345,102.233
Castilla y León,Soria,2017,Víctimas mortales,11,Subtotal Castilla y León,164,1.830
Castilla y León,Soria,2017,Heridos hospitalizados,25,Subtotal Castilla y León,658,9.546
Castilla y León,Soria,2017,Total víctimas,150,Subtotal Castilla y León,6.041,140.992
Castilla y León,Soria,2018,Nº de accidentes con víctimas,144,Subtotal Castilla y León,4.264,102.299
Castilla y León,Soria,2018,Víctimas mortales,15,Subtotal Castilla y León,176,1.806
Castilla y León,Soria,2018,Heridos hospitalizados,32,Subtotal Castilla y León,603,8.935
Castilla y León,Soria,2018,Total víctimas,208,Subtotal Castilla y León,6.045,140.415
Castilla y León,Soria,2019,Nº de accidentes con víctimas,123,Subtotal Castilla y León,3.819,104.080
Castilla y León,Soria,2019,Víctimas mortales,8,Subtotal Castilla y León,136,1.755
Castilla y León,Soria,2019,Heridos hospitalizados,31,Subtotal Castilla y León,515,8.613
Castilla y León,Soria,2019,Total víctimas,181,Subtotal Castilla y León,5.341,141.113
Castilla y León,Soria,2020,Nº de accidentes con víctimas,105,Subtotal Castilla y León,2.595,72.959
Castilla y León,Soria,2020,Víctimas mortales,6,Subtotal Castilla y León,126,1.370
Castilla y León,Soria,2020,Heridos hospitalizados,20,Subtotal Castilla y León,424,6.681
Castilla y León,Soria,2020,Total víctimas,147,Subtotal Castilla y León,3.525,95.932
Castilla y León,Soria,2021,Nº de accidentes con víctimas,93,Subtotal Castilla y León,3.252,89.862
Castilla y León,Soria,2021,Víctimas mortales,13,Subtotal Castilla y León,124,1.533
Castilla y León,Soria,2021,Heridos hospitalizados,29,Subtotal Castilla y León,494,7.784
Castilla y León,Soria,2021,Total víctimas,143,Subtotal Castilla y León,4.464,119.695
Castilla y León,Soria,2022,Nº de accidentes con víctimas,105,Subtotal Castilla y León,3.518,97.916
Castilla y León,Soria,2022,Víctimas mortales,15,Subtotal Castilla y León,179,1.746
Castilla y León,Soria,2022,Heridos hospitalizados,25,Subtotal Castilla y León,568,8.502
Castilla y León,Soria,2022,Total víctimas,140,Subtotal Castilla y León,4.711,129.576
Castilla y León,Valladolid,2011,Nº de accidentes con víctimas,565,Subtotal Castilla y León,4.363,83.027
Castilla y León,Valladolid,2011,Víctimas mortales,25,Subtotal Castilla y León,228,2.060
Castilla y León,Valladolid,2011,Heridos hospitalizados,132,Subtotal Castilla y León,1.060,11.347
Castilla y León,Valladolid,2011,Total víctimas,849,Subtotal Castilla y León,6.463,117.687
Castilla y León,Valladolid,2012,Nº de accidentes con víctimas,812,Subtotal Castilla y León,4.383,83.115
Castilla y León,Valladolid,2012,Víctimas mortales,28,Subtotal Castilla y León,189,1.903
Castilla y León,Valladolid,2012,Heridos hospitalizados,123,Subtotal Castilla y León,924,10.444
Castilla y León,Valladolid,2012,Total víctimas,1.224,Subtotal Castilla y León,6.652,117.793
Castilla y León,Valladolid,2013,Nº de accidentes con víctimas,783,Subtotal Castilla y León,4.473,89.519
Castilla y León,Valladolid,2013,Víctimas mortales,22,Subtotal Castilla y León,160,1.680
Castilla y León,Valladolid,2013,Heridos hospitalizados,102,Subtotal Castilla y León,746,10.086
Castilla y León,Valladolid,2013,Total víctimas,1.163,Subtotal Castilla y León,6.555,126.400
Castilla y León,Valladolid,2014,Nº de accidentes con víctimas,791,Subtotal Castilla y León,4.043,91.570
Castilla y León,Valladolid,2014,Víctimas mortales,13,Subtotal Castilla y León,157,1.688
Castilla y León,Valladolid,2014,Heridos hospitalizados,105,Subtotal Castilla y León,657,9.574
Castilla y León,Valladolid,2014,Total víctimas,1.097,Subtotal Castilla y León,5.880,128.320
Castilla y León,Valladolid,2015,Nº de accidentes con víctimas,836,Subtotal Castilla y León,4.351,97.756
Castilla y León,Valladolid,2015,Víctimas mortales,24,Subtotal Castilla y León,181,1.689
Castilla y León,Valladolid,2015,Heridos hospitalizados,104,Subtotal Castilla y León,738,9.495
Castilla y León,Valladolid,2015,Total víctimas,1.249,Subtotal Castilla y León,6.373,136.144
Castilla y León,Valladolid,2016,Nº de accidentes con víctimas,904,Subtotal Castilla y León,4.581,102.362
Castilla y León,Valladolid,2016,Víctimas mortales,24,Subtotal Castilla y León,175,1.810
Castilla y León,Valladolid,2016,Heridos hospitalizados,92,Subtotal Castilla y León,736,9.755
Castilla y León,Valladolid,2016,Total víctimas,1.265,Subtotal Castilla y León,6.607,142.200
Castilla y León,Valladolid,2017,Nº de accidentes con víctimas,932,Subtotal Castilla y León,4.345,102.233
Castilla y León,Valladolid,2017,Víctimas mortales,27,Subtotal Castilla y León,164,1.830
Castilla y León,Valladolid,2017,Heridos hospitalizados,116,Subtotal Castilla y León,658,9.546
Castilla y León,Valladolid,2017,Total víctimas,1.297,Subtotal Castilla y León,6.041,140.992
Castilla y León,Valladolid,2018,Nº de accidentes con víctimas,887,Subtotal Castilla y León,4.264,102.299
Castilla y León,Valladolid,2018,Víctimas mortales,23,Subtotal Castilla y León,176,1.806
Castilla y León,Valladolid,2018,Heridos hospitalizados,86,Subtotal Castilla y León,603,8.935
Castilla y León,Valladolid,2018,Total víctimas,1.204,Subtotal Castilla y León,6.045,140.415
Castilla y León,Valladolid,2019,Nº de accidentes con víctimas,895,Subtotal Castilla y León,3.819,104.080
Castilla y León,Valladolid,2019,Víctimas mortales,18,Subtotal Castilla y León,136,1.755
Castilla y León,Valladolid,2019,Heridos hospitalizados,80,Subtotal Castilla y León,515,8.613
Castilla y León,Valladolid,2019,Total víctimas,1.184,Subtotal Castilla y León,5.341,141.113
Castilla y León,Valladolid,2020,Nº de accidentes con víctimas,616,Subtotal Castilla y León,2.595,72.959
Castilla y León,Valladolid,2020,Víctimas mortales,13,Subtotal Castilla y León,126,1.370
Castilla y León,Valladolid,2020,Heridos hospitalizados,80,Subtotal Castilla y León,424,6.681
Castilla y León,Valladolid,2020,Total víctimas,805,Subtotal Castilla y León,3.525,95.932
Castilla y León,Valladolid,2021,Nº de accidentes con víctimas,813,Subtotal Castilla y León,3.252,89.862
Castilla y León,Valladolid,2021,Víctimas mortales,24,Subtotal Castilla y León,124,1.533
Castilla y León,Valladolid,2021,Heridos hospitalizados,107,Subtotal Castilla y León,494,7.784
Castilla y León,Valladolid,2021,Total víctimas,1.070,Subtotal Castilla y León,4.464,119.695
Castilla y León,Valladolid,2022,Nº de accidentes con víctimas,790,Subtotal Castilla y León,3.518,97.916
Castilla y León,Valladolid,2022,Víctimas mortales,23,Subtotal Castilla y León,179,1.746
Castilla y León,Valladolid,2022,Heridos hospitalizados,110,Subtotal Castilla y León,568,8.502
Castilla y León,Valladolid,2022,Total víctimas,1.054,Subtotal Castilla y León,4.711,129.576
Castilla y León,Zamora,2011,Nº de accidentes con víctimas,189,Subtotal Castilla y León,4.363,83.027
Castilla y León,Zamora,2011,Víctimas mortales,18,Subtotal Castilla y León,228,2.060
Castilla y León,Zamora,2011,Heridos hospitalizados,85,Subtotal Castilla y León,1.060,11.347
Castilla y León,Zamora,2011,Total víctimas,297,Subtotal Castilla y León,6.463,117.687
Castilla y León,Zamora,2012,Nº de accidentes con víctimas,173,Subtotal Castilla y León,4.383,83.115
Castilla y León,Zamora,2012,Víctimas mortales,9,Subtotal Castilla y León,189,1.903
Castilla y León,Zamora,2012,Heridos hospitalizados,61,Subtotal Castilla y León,924,10.444
Castilla y León,Zamora,2012,Total víctimas,277,Subtotal Castilla y León,6.652,117.793
Castilla y León,Zamora,2013,Nº de accidentes con víctimas,140,Subtotal Castilla y León,4.473,89.519
Castilla y León,Zamora,2013,Víctimas mortales,13,Subtotal Castilla y León,160,1.680
Castilla y León,Zamora,2013,Heridos hospitalizados,64,Subtotal Castilla y León,746,10.086
Castilla y León,Zamora,2013,Total víctimas,212,Subtotal Castilla y León,6.555,126.400
Castilla y León,Zamora,2014,Nº de accidentes con víctimas,126,Subtotal Castilla y León,4.043,91.570
Castilla y León,Zamora,2014,Víctimas mortales,18,Subtotal Castilla y León,157,1.688
Castilla y León,Zamora,2014,Heridos hospitalizados,38,Subtotal Castilla y León,657,9.574
Castilla y León,Zamora,2014,Total víctimas,184,Subtotal Castilla y León,5.880,128.320
Castilla y León,Zamora,2015,Nº de accidentes con víctimas,108,Subtotal Castilla y León,4.351,97.756
Castilla y León,Zamora,2015,Víctimas mortales,21,Subtotal Castilla y León,181,1.689
Castilla y León,Zamora,2015,Heridos hospitalizados,44,Subtotal Castilla y León,738,9.495
Castilla y León,Zamora,2015,Total víctimas,186,Subtotal Castilla y León,6.373,136.144
Castilla y León,Zamora,2016,Nº de accidentes con víctimas,124,Subtotal Castilla y León,4.581,102.362
Castilla y León,Zamora,2016,Víctimas mortales,20,Subtotal Castilla y León,175,1.810
Castilla y León,Zamora,2016,Heridos hospitalizados,43,Subtotal Castilla y León,736,9.755
Castilla y León,Zamora,2016,Total víctimas,224,Subtotal Castilla y León,6.607,142.200
Castilla y León,Zamora,2017,Nº de accidentes con víctimas,215,Subtotal Castilla y León,4.345,102.233
Castilla y León,Zamora,2017,Víctimas mortales,24,Subtotal Castilla y León,164,1.830
Castilla y León,Zamora,2017,Heridos hospitalizados,52,Subtotal Castilla y León,658,9.546
Castilla y León,Zamora,2017,Total víctimas,315,Subtotal Castilla y León,6.041,140.992
Castilla y León,Zamora,2018,Nº de accidentes con víctimas,241,Subtotal Castilla y León,4.264,102.299
Castilla y León,Zamora,2018,Víctimas mortales,18,Subtotal Castilla y León,176,1.806
Castilla y León,Zamora,2018,Heridos hospitalizados,50,Subtotal Castilla y León,603,8.935
Castilla y León,Zamora,2018,Total víctimas,331,Subtotal Castilla y León,6.045,140.415
Castilla y León,Zamora,2019,Nº de accidentes con víctimas,206,Subtotal Castilla y León,3.819,104.080
Castilla y León,Zamora,2019,Víctimas mortales,16,Subtotal Castilla y León,136,1.755
Castilla y León,Zamora,2019,Heridos hospitalizados,44,Subtotal Castilla y León,515,8.613
Castilla y León,Zamora,2019,Total víctimas,321,Subtotal Castilla y León,5.341,141.113
Castilla y León,Zamora,2020,Nº de accidentes con víctimas,179,Subtotal Castilla y León,2.595,72.959
Castilla y León,Zamora,2020,Víctimas mortales,12,Subtotal Castilla y León,126,1.370
Castilla y León,Zamora,2020,Heridos hospitalizados,45,Subtotal Castilla y León,424,6.681
Castilla y León,Zamora,2020,Total víctimas,244,Subtotal Castilla y León,3.525,95.932
Castilla y León,Zamora,2021,Nº de accidentes con víctimas,219,Subtotal Castilla y León,3.252,89.862
Castilla y León,Zamora,2021,Víctimas mortales,9,Subtotal Castilla y León,124,1.533
Castilla y León,Zamora,2021,Heridos hospitalizados,45,Subtotal Castilla y León,494,7.784
Castilla y León,Zamora,2021,Total víctimas,329,Subtotal Castilla y León,4.464,119.695
Castilla y León,Zamora,2022,Nº de accidentes con víctimas,202,Subtotal Castilla y León,3.518,97.916
Castilla y León,Zamora,2022,Víctimas mortales,21,Subtotal Castilla y León,179,1.746
Castilla y León,Zamora,2022,Heridos hospitalizados,46,Subtotal Castilla y León,568,8.502
Castilla y León,Zamora,2022,Total víctimas,290,Subtotal Castilla y León,4.711,129.576
Cataluña,Barcelona,2011,Nº de accidentes con víctimas,17.342,Subtotal Cataluña,22.775,83.027
Cataluña,Barcelona,2011,Víctimas mortales,145,Subtotal Cataluña,317,2.060
Cataluña,Barcelona,2011,Heridos hospitalizados,1.159,Subtotal Cataluña,1.829,11.347
Cataluña,Barcelona,2011,Total víctimas,23.115,Subtotal Cataluña,30.772,117.687
Cataluña,Barcelona,2012,Nº de accidentes con víctimas,17.836,Subtotal Cataluña,23.368,83.115
Cataluña,Barcelona,2012,Víctimas mortales,181,Subtotal Cataluña,336,1.903
Cataluña,Barcelona,2012,Heridos hospitalizados,1.178,Subtotal Cataluña,1.938,10.444
Cataluña,Barcelona,2012,Total víctimas,24.071,Subtotal Cataluña,31.904,117.793
Cataluña,Barcelona,2013,Nº de accidentes con víctimas,18.402,Subtotal Cataluña,23.831,89.519
Cataluña,Barcelona,2013,Víctimas mortales,141,Subtotal Cataluña,272,1.680
Cataluña,Barcelona,2013,Heridos hospitalizados,1.158,Subtotal Cataluña,1.867,10.086
Cataluña,Barcelona,2013,Total víctimas,24.777,Subtotal Cataluña,32.412,126.400
Cataluña,Barcelona,2014,Nº de accidentes con víctimas,18.473,Subtotal Cataluña,23.828,91.570
Cataluña,Barcelona,2014,Víctimas mortales,159,Subtotal Cataluña,272,1.688
Cataluña,Barcelona,2014,Heridos hospitalizados,1.172,Subtotal Cataluña,1.851,9.574
Cataluña,Barcelona,2014,Total víctimas,24.758,Subtotal Cataluña,32.317,128.320
Cataluña,Barcelona,2015,Nº de accidentes con víctimas,19.625,Subtotal Cataluña,25.286,97.756
Cataluña,Barcelona,2015,Víctimas mortales,128,Subtotal Cataluña,291,1.689
Cataluña,Barcelona,2015,Heridos hospitalizados,1.145,Subtotal Cataluña,1.876,9.495
Cataluña,Barcelona,2015,Total víctimas,26.101,Subtotal Cataluña,33.966,136.144
Cataluña,Barcelona,2016,Nº de accidentes con víctimas,20.910,Subtotal Cataluña,26.993,102.362
Cataluña,Barcelona,2016,Víctimas mortales,131,Subtotal Cataluña,282,1.810
Cataluña,Barcelona,2016,Heridos hospitalizados,1.102,Subtotal Cataluña,1.800,9.755
Cataluña,Barcelona,2016,Total víctimas,27.756,Subtotal Cataluña,36.281,142.200
Cataluña,Barcelona,2017,Nº de accidentes con víctimas,20.986,Subtotal Cataluña,27.052,102.233
Cataluña,Barcelona,2017,Víctimas mortales,145,Subtotal Cataluña,283,1.830
Cataluña,Barcelona,2017,Heridos hospitalizados,1.036,Subtotal Cataluña,1.678,9.546
Cataluña,Barcelona,2017,Total víctimas,27.730,Subtotal Cataluña,36.167,140.992
Cataluña,Barcelona,2018,Nº de accidentes con víctimas,20.862,Subtotal Cataluña,26.907,102.299
Cataluña,Barcelona,2018,Víctimas mortales,163,Subtotal Cataluña,326,1.806
Cataluña,Barcelona,2018,Heridos hospitalizados,1.049,Subtotal Cataluña,1.694,8.935
Cataluña,Barcelona,2018,Total víctimas,27.334,Subtotal Cataluña,35.752,140.415
Cataluña,Barcelona,2019,Nº de accidentes con víctimas,20.591,Subtotal Cataluña,26.576,104.080
Cataluña,Barcelona,2019,Víctimas mortales,171,Subtotal Cataluña,304,1.755
Cataluña,Barcelona,2019,Heridos hospitalizados,1.007,Subtotal Cataluña,1.639,8.613
Cataluña,Barcelona,2019,Total víctimas,26.740,Subtotal Cataluña,34.986,141.113
Cataluña,Barcelona,2020,Nº de accidentes con víctimas,13.403,Subtotal Cataluña,17.779,72.959
Cataluña,Barcelona,2020,Víctimas mortales,115,Subtotal Cataluña,204,1.370
Cataluña,Barcelona,2020,Heridos hospitalizados,682,Subtotal Cataluña,1.146,6.681
Cataluña,Barcelona,2020,Total víctimas,17.015,Subtotal Cataluña,22.734,95.932
Cataluña,Barcelona,2021,Nº de accidentes con víctimas,16.683,Subtotal Cataluña,21.895,89.862
Cataluña,Barcelona,2021,Víctimas mortales,117,Subtotal Cataluña,242,1.533
Cataluña,Barcelona,2021,Heridos hospitalizados,831,Subtotal Cataluña,1.401,7.784
Cataluña,Barcelona,2021,Total víctimas,21.228,Subtotal Cataluña,28.133,119.695
Cataluña,Barcelona,2022,Nº de accidentes con víctimas,17.394,Subtotal Cataluña,23.059,97.916
Cataluña,Barcelona,2022,Víctimas mortales,141,Subtotal Cataluña,264,1.746
Cataluña,Barcelona,2022,Heridos hospitalizados,930,Subtotal Cataluña,1.536,8.502
Cataluña,Barcelona,2022,Total víctimas,22.307,Subtotal Cataluña,29.697,129.576
Cataluña,Girona,2011,Nº de accidentes con víctimas,2.271,Subtotal Cataluña,22.775,83.027
Cataluña,Girona,2011,Víctimas mortales,71,Subtotal Cataluña,317,2.060
Cataluña,Girona,2011,Heridos hospitalizados,258,Subtotal Cataluña,1.829,11.347
Cataluña,Girona,2011,Total víctimas,3.204,Subtotal Cataluña,30.772,117.687
Cataluña,Girona,2012,Nº de accidentes con víctimas,2.435,Subtotal Cataluña,23.368,83.115
Cataluña,Girona,2012,Víctimas mortales,61,Subtotal Cataluña,336,1.903
Cataluña,Girona,2012,Heridos hospitalizados,264,Subtotal Cataluña,1.938,10.444
Cataluña,Girona,2012,Total víctimas,3.468,Subtotal Cataluña,31.904,117.793
Cataluña,Girona,2013,Nº de accidentes con víctimas,2.265,Subtotal Cataluña,23.831,89.519
Cataluña,Girona,2013,Víctimas mortales,47,Subtotal Cataluña,272,1.680
Cataluña,Girona,2013,Heridos hospitalizados,258,Subtotal Cataluña,1.867,10.086
Cataluña,Girona,2013,Total víctimas,3.141,Subtotal Cataluña,32.412,126.400
Cataluña,Girona,2014,Nº de accidentes con víctimas,2.329,Subtotal Cataluña,23.828,91.570
Cataluña,Girona,2014,Víctimas mortales,27,Subtotal Cataluña,272,1.688
Cataluña,Girona,2014,Heridos hospitalizados,261,Subtotal Cataluña,1.851,9.574
Cataluña,Girona,2014,Total víctimas,3.249,Subtotal Cataluña,32.317,128.320
Cataluña,Girona,2015,Nº de accidentes con víctimas,2.409,Subtotal Cataluña,25.286,97.756
Cataluña,Girona,2015,Víctimas mortales,41,Subtotal Cataluña,291,1.689
Cataluña,Girona,2015,Heridos hospitalizados,278,Subtotal Cataluña,1.876,9.495
Cataluña,Girona,2015,Total víctimas,3.316,Subtotal Cataluña,33.966,136.144
Cataluña,Girona,2016,Nº de accidentes con víctimas,2.701,Subtotal Cataluña,26.993,102.362
Cataluña,Girona,2016,Víctimas mortales,55,Subtotal Cataluña,282,1.810
Cataluña,Girona,2016,Heridos hospitalizados,273,Subtotal Cataluña,1.800,9.755
Cataluña,Girona,2016,Total víctimas,3.713,Subtotal Cataluña,36.281,142.200
Cataluña,Girona,2017,Nº de accidentes con víctimas,2.676,Subtotal Cataluña,27.052,102.233
Cataluña,Girona,2017,Víctimas mortales,47,Subtotal Cataluña,283,1.830
Cataluña,Girona,2017,Heridos hospitalizados,225,Subtotal Cataluña,1.678,9.546
Cataluña,Girona,2017,Total víctimas,3.659,Subtotal Cataluña,36.167,140.992
Cataluña,Girona,2018,Nº de accidentes con víctimas,2.550,Subtotal Cataluña,26.907,102.299
Cataluña,Girona,2018,Víctimas mortales,55,Subtotal Cataluña,326,1.806
Cataluña,Girona,2018,Heridos hospitalizados,264,Subtotal Cataluña,1.694,8.935
Cataluña,Girona,2018,Total víctimas,3.522,Subtotal Cataluña,35.752,140.415
Cataluña,Girona,2019,Nº de accidentes con víctimas,2.520,Subtotal Cataluña,26.576,104.080
Cataluña,Girona,2019,Víctimas mortales,42,Subtotal Cataluña,304,1.755
Cataluña,Girona,2019,Heridos hospitalizados,236,Subtotal Cataluña,1.639,8.613
Cataluña,Girona,2019,Total víctimas,3.430,Subtotal Cataluña,34.986,141.113
Cataluña,Girona,2020,Nº de accidentes con víctimas,1.843,Subtotal Cataluña,17.779,72.959
Cataluña,Girona,2020,Víctimas mortales,28,Subtotal Cataluña,204,1.370
Cataluña,Girona,2020,Heridos hospitalizados,179,Subtotal Cataluña,1.146,6.681
Cataluña,Girona,2020,Total víctimas,2.373,Subtotal Cataluña,22.734,95.932
Cataluña,Girona,2021,Nº de accidentes con víctimas,2.027,Subtotal Cataluña,21.895,89.862
Cataluña,Girona,2021,Víctimas mortales,48,Subtotal Cataluña,242,1.533
Cataluña,Girona,2021,Heridos hospitalizados,205,Subtotal Cataluña,1.401,7.784
Cataluña,Girona,2021,Total víctimas,2.685,Subtotal Cataluña,28.133,119.695
Cataluña,Girona,2022,Nº de accidentes con víctimas,2.135,Subtotal Cataluña,23.059,97.916
Cataluña,Girona,2022,Víctimas mortales,51,Subtotal Cataluña,264,1.746
Cataluña,Girona,2022,Heridos hospitalizados,200,Subtotal Cataluña,1.536,8.502
Cataluña,Girona,2022,Total víctimas,2.782,Subtotal Cataluña,29.697,129.576
Cataluña,Lleida,2011,Nº de accidentes con víctimas,1.164,Subtotal Cataluña,22.775,83.027
Cataluña,Lleida,2011,Víctimas mortales,40,Subtotal Cataluña,317,2.060
Cataluña,Lleida,2011,Heridos hospitalizados,174,Subtotal Cataluña,1.829,11.347
Cataluña,Lleida,2011,Total víctimas,1.670,Subtotal Cataluña,30.772,117.687
Cataluña,Lleida,2012,Nº de accidentes con víctimas,1.163,Subtotal Cataluña,23.368,83.115
Cataluña,Lleida,2012,Víctimas mortales,55,Subtotal Cataluña,336,1.903
Cataluña,Lleida,2012,Heridos hospitalizados,230,Subtotal Cataluña,1.938,10.444
Cataluña,Lleida,2012,Total víctimas,1.755,Subtotal Cataluña,31.904,117.793
Cataluña,Lleida,2013,Nº de accidentes con víctimas,1.195,Subtotal Cataluña,23.831,89.519
Cataluña,Lleida,2013,Víctimas mortales,42,Subtotal Cataluña,272,1.680
Cataluña,Lleida,2013,Heridos hospitalizados,218,Subtotal Cataluña,1.867,10.086
Cataluña,Lleida,2013,Total víctimas,1.759,Subtotal Cataluña,32.412,126.400
Cataluña,Lleida,2014,Nº de accidentes con víctimas,1.144,Subtotal Cataluña,23.828,91.570
Cataluña,Lleida,2014,Víctimas mortales,37,Subtotal Cataluña,272,1.688
Cataluña,Lleida,2014,Heridos hospitalizados,194,Subtotal Cataluña,1.851,9.574
Cataluña,Lleida,2014,Total víctimas,1.656,Subtotal Cataluña,32.317,128.320
Cataluña,Lleida,2015,Nº de accidentes con víctimas,1.251,Subtotal Cataluña,25.286,97.756
Cataluña,Lleida,2015,Víctimas mortales,51,Subtotal Cataluña,291,1.689
Cataluña,Lleida,2015,Heridos hospitalizados,209,Subtotal Cataluña,1.876,9.495
Cataluña,Lleida,2015,Total víctimas,1.787,Subtotal Cataluña,33.966,136.144
Cataluña,Lleida,2016,Nº de accidentes con víctimas,1.316,Subtotal Cataluña,26.993,102.362
Cataluña,Lleida,2016,Víctimas mortales,37,Subtotal Cataluña,282,1.810
Cataluña,Lleida,2016,Heridos hospitalizados,188,Subtotal Cataluña,1.800,9.755
Cataluña,Lleida,2016,Total víctimas,1.911,Subtotal Cataluña,36.281,142.200
Cataluña,Lleida,2017,Nº de accidentes con víctimas,1.391,Subtotal Cataluña,27.052,102.233
Cataluña,Lleida,2017,Víctimas mortales,40,Subtotal Cataluña,283,1.830
Cataluña,Lleida,2017,Heridos hospitalizados,201,Subtotal Cataluña,1.678,9.546
Cataluña,Lleida,2017,Total víctimas,2.035,Subtotal Cataluña,36.167,140.992
Cataluña,Lleida,2018,Nº de accidentes con víctimas,1.431,Subtotal Cataluña,26.907,102.299
Cataluña,Lleida,2018,Víctimas mortales,43,Subtotal Cataluña,326,1.806
Cataluña,Lleida,2018,Heridos hospitalizados,180,Subtotal Cataluña,1.694,8.935
Cataluña,Lleida,2018,Total víctimas,2.087,Subtotal Cataluña,35.752,140.415
Cataluña,Lleida,2019,Nº de accidentes con víctimas,1.352,Subtotal Cataluña,26.576,104.080
Cataluña,Lleida,2019,Víctimas mortales,39,Subtotal Cataluña,304,1.755
Cataluña,Lleida,2019,Heridos hospitalizados,181,Subtotal Cataluña,1.639,8.613
Cataluña,Lleida,2019,Total víctimas,1.977,Subtotal Cataluña,34.986,141.113
Cataluña,Lleida,2020,Nº de accidentes con víctimas,995,Subtotal Cataluña,17.779,72.959
Cataluña,Lleida,2020,Víctimas mortales,21,Subtotal Cataluña,204,1.370
Cataluña,Lleida,2020,Heridos hospitalizados,103,Subtotal Cataluña,1.146,6.681
Cataluña,Lleida,2020,Total víctimas,1.335,Subtotal Cataluña,22.734,95.932
Cataluña,Lleida,2021,Nº de accidentes con víctimas,1.140,Subtotal Cataluña,21.895,89.862
Cataluña,Lleida,2021,Víctimas mortales,44,Subtotal Cataluña,242,1.533
Cataluña,Lleida,2021,Heridos hospitalizados,159,Subtotal Cataluña,1.401,7.784
Cataluña,Lleida,2021,Total víctimas,1.559,Subtotal Cataluña,28.133,119.695
Cataluña,Lleida,2022,Nº de accidentes con víctimas,1.341,Subtotal Cataluña,23.059,97.916
Cataluña,Lleida,2022,Víctimas mortales,20,Subtotal Cataluña,264,1.746
